Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,1,1,1739,1740,1906,1905,WN,812,N482,87,85,70,1,-1,SNA,SMF,404,7,10,0,,0,0,0,0,0,0
2007,1,1,1,1329,1330,1457,1455,WN,1803,N713SW,88,85,76,2,-1,SNA,SMF,404,2,10,0,,0,0,0,0,0,0
2007,1,1,1,1052,1055,1220,1220,WN,1977,N413,88,85,72,0,-3,SNA,SMF,404,3,13,0,,0,0,0,0,0,0
2007,1,1,1,2128,2105,2254,2230,WN,2042,N442,86,85,70,24,23,SNA,SMF,404,5,11,0,,0,9,0,1,0,14
2007,1,1,1,1215,1215,1339,1340,WN,2588,N204,84,85,71,-1,0,SNA,SMF,404,4,9,0,,0,0,0,0,0,0
2007,1,1,1,1634,1625,1808,1810,WN,291,N622SW,154,165,140,-2,9,STL,ABQ,934,5,9,0,,0,0,0,0,0,0
2007,1,1,1,1830,1835,1937,1950,WN,794,N399WN,67,75,58,-13,-5,STL,BHM,410,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1621,1605,1908,1900,WN,357,N727SW,107,115,97,8,16,STL,BWI,737,4,6,0,,0,0,0,0,0,0
2007,1,1,1,2050,2050,2338,2335,WN,675,N637SW,108,105,97,3,0,STL,BWI,737,4,7,0,,0,0,0,0,0,0
2007,1,1,1,915,915,1158,1210,WN,2574,N664WN,103,115,94,-12,0,STL,BWI,737,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1936,1930,2159,2155,WN,1057,N742,83,85,72,4,6,STL,CLE,487,5,6,0,,0,0,0,0,0,0
2007,1,1,1,959,1000,1222,1225,WN,1477,N390SW,83,85,70,-3,-1,STL,CLE,487,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1430,1420,1641,1635,WN,522,N444,71,75,60,6,10,STL,CMH,410,4,7,0,,0,0,0,0,0,0
2007,1,1,1,2116,2110,2241,2250,WN,82,N270,85,100,77,-9,6,STL,DAL,546,2,6,0,,0,0,0,0,0,0
2007,1,1,1,1423,1405,1554,1550,WN,86,N504,91,105,79,4,18,STL,DAL,546,3,9,0,,0,0,0,0,0,0
2007,1,1,1,1902,1855,2036,2035,WN,939,N507,94,100,83,1,7,STL,DAL,546,3,8,0,,0,0,0,0,0,0
2007,1,1,1,908,905,1035,1050,WN,1959,N270,87,105,78,-15,3,STL,DAL,546,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1058,1040,1224,1225,WN,2108,N671SW,86,105,77,-1,18,STL,DAL,546,3,6,0,,0,0,0,0,0,0
2007,1,1,1,2112,2110,2322,2330,WN,198,N526,70,80,60,-8,2,STL,DTW,440,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1657,1700,1920,1925,WN,1880,N637SW,83,85,69,-5,-3,STL,DTW,440,7,7,0,,0,0,0,0,0,0
2007,1,1,1,1649,1645,2019,2025,WN,1460,N730MA,150,160,140,-6,4,STL,FLL,1056,3,7,0,,0,0,0,0,0,0
2007,1,1,1,816,815,1003,1020,WN,669,N625SW,107,125,97,-17,1,STL,HOU,687,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1442,1355,1632,1600,WN,1556,N367,110,125,98,32,47,STL,HOU,687,3,9,0,,0,8,0,0,0,24
2007,1,1,1,1654,1655,1846,1905,WN,1629,N615SW,112,130,99,-19,-1,STL,HOU,687,5,8,0,,0,0,0,0,0,0
2007,1,1,1,951,955,1139,1200,WN,2011,N636WN,108,125,96,-21,-4,STL,HOU,687,3,9,0,,0,0,0,0,0,0
2007,1,1,1,2050,2045,2243,2250,WN,2948,N699SW,113,125,104,-7,5,STL,HOU,687,3,6,0,,0,0,0,0,0,0
2007,1,1,1,808,810,946,950,WN,1214,N635SW,218,220,201,-4,-2,STL,LAS,1372,10,7,0,,0,0,0,0,0,0
2007,1,1,1,1711,1710,1832,1850,WN,1516,N793,201,220,186,-18,1,STL,LAS,1372,8,7,0,,0,0,0,0,0,0
2007,1,1,1,1446,1445,1631,1700,WN,732,N483,225,255,209,-29,1,STL,LAX,1593,7,9,0,,0,0,0,0,0,0
2007,1,1,1,1014,1010,1106,1115,WN,1361,N338,52,65,42,-9,4,STL,LIT,296,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1813,1815,1910,1920,WN,1659,N682,57,65,48,-10,-2,STL,LIT,296,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1914,1850,2016,1950,WN,205,N477,62,60,44,26,24,STL,MCI,237,9,9,0,,0,14,0,2,0,10
2007,1,1,1,1629,1630,1728,1730,WN,1315,N686SW,59,60,45,-2,-1,STL,MCI,237,6,8,0,,0,0,0,0,0,0
2007,1,1,1,2123,2125,2218,2230,WN,1456,N680,55,65,43,-12,-2,STL,MCI,237,4,8,0,,0,0,0,0,0,0
2007,1,1,1,925,925,1023,1025,WN,1565,N220,58,60,45,-2,0,STL,MCI,237,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1224,1230,1314,1330,WN,2584,N601WN,50,60,41,-16,-6,STL,MCI,237,4,5,0,,0,0,0,0,0,0
2007,1,1,1,1132,1135,1443,1450,WN,338,N226,131,135,114,-7,-3,STL,MCO,880,11,6,0,,0,0,0,0,0,0
2007,1,1,1,755,755,1102,1115,WN,837,N432,127,140,113,-13,0,STL,MCO,880,6,8,0,,0,0,0,0,0,0
2007,1,1,1,1738,1740,2050,2055,WN,1844,N359,132,135,118,-5,-2,STL,MCO,880,5,9,0,,0,0,0,0,0,0
2007,1,1,1,1617,1410,1929,1725,WN,2175,N362,132,135,117,124,127,STL,MCO,880,7,8,0,,0,124,0,0,0,0
2007,1,1,1,1503,1445,1559,1545,WN,260,N509,56,60,44,14,18,STL,MDW,251,5,7,0,,0,0,0,0,0,0
2007,1,1,1,2144,2150,2238,2245,WN,739,N671SW,54,55,44,-7,-6,STL,MDW,251,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1601,1600,1711,1700,WN,1303,N774,70,60,44,11,1,STL,MDW,251,19,7,0,,0,0,0,0,0,0
2007,1,1,1,810,810,909,910,WN,1919,N667SW,59,60,47,-1,0,STL,MDW,251,4,8,0,,0,0,0,0,0,0
2007,1,1,1,1927,1900,2025,2005,WN,2013,N502,58,65,45,20,27,STL,MDW,251,6,7,0,,0,0,0,0,0,20
2007,1,1,1,1151,1150,1245,1250,WN,2142,N419,54,60,43,-5,1,STL,MDW,251,5,6,0,,0,0,0,0,0,0
2007,1,1,1,920,915,1018,1015,WN,2535,N505,58,60,47,3,5,STL,MDW,251,5,6,0,,0,0,0,0,0,0
2007,1,1,1,1614,1525,1707,1625,WN,2850,N303SW,53,60,43,42,49,STL,MDW,251,5,5,0,,0,0,0,0,0,42
2007,1,1,1,1720,1705,1817,1810,WN,2851,N625SW,57,65,44,7,15,STL,MDW,251,8,5,0,,0,0,0,0,0,0
2007,1,1,1,1207,1055,1301,1155,WN,2968,N687SW,54,60,46,66,72,STL,MDW,251,4,4,0,,0,66,0,0,0,0
2007,1,1,1,1957,1945,2119,2115,WN,403,N678,82,90,72,4,12,STL,OKC,462,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1159,1205,1322,1340,WN,2747,N647SW,83,95,71,-18,-6,STL,OKC,462,4,8,0,,0,0,0,0,0,0
2007,1,1,1,2104,2055,2206,2205,WN,818,N432,62,70,54,1,9,STL,OMA,342,3,5,0,,0,0,0,0,0,0
2007,1,1,1,1423,1400,1529,1510,WN,1134,N353,66,70,57,19,23,STL,OMA,342,3,6,0,,0,19,0,0,0,0
2007,1,1,1,912,915,1018,1025,WN,2440,N302SW,66,70,58,-7,-3,STL,OMA,342,3,5,0,,0,0,0,0,0,0
2007,1,1,1,1323,1220,1535,1445,WN,271,N624SW,192,205,181,50,63,STL,PHX,1262,5,6,0,,0,50,0,0,0,0
2007,1,1,1,918,915,1136,1150,WN,605,N315SW,198,215,187,-14,3,STL,PHX,1262,5,6,0,,0,0,0,0,0,0
2007,1,1,1,1401,1400,1607,1630,WN,812,N482,186,210,174,-23,1,STL,PHX,1262,5,7,0,,0,0,0,0,0,0
2007,1,1,1,642,645,853,920,WN,1819,N767,191,215,179,-27,-3,STL,PHX,1262,5,7,0,,0,0,0,0,0,0
2007,1,1,1,1640,1640,1911,1910,WN,2711,N750,211,210,173,1,0,STL,PHX,1262,26,12,0,,0,0,0,0,0,0
2007,1,1,1,2113,2050,2317,2320,WN,2927,N417,184,210,169,-3,23,STL,PHX,1262,5,10,0,,0,0,0,0,0,0
2007,1,1,1,2021,2000,2212,2155,WN,149,N623SW,51,55,41,17,21,STL,SDF,254,3,7,0,,0,2,0,0,0,15
2007,1,1,1,1411,1330,1600,1525,WN,1010,N384SW,49,55,40,35,41,STL,SDF,254,3,6,0,,0,35,0,0,0,0
2007,1,1,1,830,835,1025,1050,WN,247,N723,175,195,166,-25,-5,STL,SLC,1156,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1804,1805,2002,2025,WN,1942,N667SW,178,200,167,-23,-1,STL,SLC,1156,4,7,0,,0,0,0,0,0,0
2007,1,1,1,1753,1750,2056,2105,WN,2410,N452,123,135,112,-9,3,STL,TPA,869,5,6,0,,0,0,0,0,0,0
2007,1,1,1,2119,2055,2227,2210,WN,687,N669SW,68,75,59,17,24,STL,TUL,351,3,6,0,,0,8,0,0,0,9
2007,1,1,1,842,840,946,955,WN,2673,N502,64,75,55,-9,2,STL,TUL,351,3,6,0,,0,0,0,0,0,0
2007,1,1,1,1400,1405,1534,1600,WN,2695,N769,214,235,198,-26,-5,TPA,ABQ,1497,4,12,0,,0,0,0,0,0,0
2007,1,1,1,1122,1120,1349,1405,WN,1167,N773,147,165,134,-16,2,TPA,ALB,1130,2,11,0,,0,0,0,0,0,0
2007,1,1,1,915,915,1035,1055,WN,1482,N784,140,160,128,-20,0,TPA,AUS,928,4,8,0,,0,0,0,0,0,0
2007,1,1,1,2024,2000,2242,2240,WN,2344,N219,138,160,127,2,24,TPA,BDL,1111,4,7,0,,0,0,0,0,0,0
2007,1,1,1,1007,1000,1253,1245,WN,2844,N676SW,166,165,132,8,7,TPA,BDL,1111,23,11,0,,0,0,0,0,0,0
2007,1,1,1,825,825,844,850,WN,224,N701GS,79,85,65,-6,0,TPA,BHM,460,4,10,0,,0,0,0,0,0,0
2007,1,1,1,1455,1425,1522,1455,WN,1929,N386SW,87,90,67,27,30,TPA,BHM,460,2,18,0,,0,15,0,0,0,12
2007,1,1,1,1442,1440,1520,1530,WN,515,N261,98,110,83,-10,2,TPA,BNA,612,5,10,0,,0,0,0,0,0,0
2007,1,1,1,1036,1025,1115,1115,WN,653,N238,99,110,84,0,11,TPA,BNA,612,5,10,0,,0,0,0,0,0,0
2007,1,1,1,2128,2135,2203,2225,WN,2633,N452,95,110,81,-22,-7,TPA,BNA,612,4,10,0,,0,0,0,0,0,0
2007,1,1,1,1908,1855,1950,1945,WN,2701,N380SW,102,110,87,5,13,TPA,BNA,612,4,11,0,,0,0,0,0,0,0
2007,1,1,1,1319,1320,1530,1555,WN,617,N651SW,131,155,123,-25,-1,TPA,BUF,1054,2,6,0,,0,0,0,0,0,0
2007,1,1,1,1358,1350,1602,1600,WN,144,N619SW,124,130,108,2,8,TPA,BWI,842,4,12,0,,0,0,0,0,0,0
2007,1,1,1,1213,1155,1424,1405,WN,163,N378SW,131,130,110,19,18,TPA,BWI,842,5,16,0,,0,15,0,1,0,3
2007,1,1,1,2129,2055,2325,2305,WN,854,N697SW,116,130,104,20,34,TPA,BWI,842,2,10,0,,0,4,0,0,0,16
2007,1,1,1,1630,1625,1822,1840,WN,932,N659SW,112,135,101,-18,5,TPA,BWI,842,3,8,0,,0,0,0,0,0,0
2007,1,1,1,1939,1920,2146,2135,WN,998,N746SW,127,135,107,11,19,TPA,BWI,842,3,17,0,,0,0,0,0,0,0
2007,1,1,1,731,730,940,940,WN,2157,N689SW,129,130,110,0,1,TPA,BWI,842,7,12,0,,0,0,0,0,0,0
2007,1,1,1,1931,1910,2132,2125,WN,1806,N650SW,121,135,108,7,21,TPA,CMH,829,2,11,0,,0,0,0,0,0,0
2007,1,1,1,1120,1110,1314,1325,WN,2503,N744SW,114,135,101,-11,10,TPA,CMH,829,3,10,0,,0,0,0,0,0,0
2007,1,1,1,950,955,1038,1055,WN,245,N615SW,48,60,36,-17,-5,TPA,FLL,197,3,9,0,,0,0,0,0,0,0
2007,1,1,1,1046,1045,1150,1140,WN,430,N483,64,55,36,10,1,TPA,FLL,197,4,24,0,,0,0,0,0,0,0
2007,1,1,1,1901,1815,1948,1910,WN,1010,N384SW,47,55,36,38,46,TPA,FLL,197,3,8,0,,0,2,0,0,0,36
2007,1,1,1,2014,1945,2101,2040,WN,1223,N760,47,55,37,21,29,TPA,FLL,197,4,6,0,,0,6,0,0,0,15
2007,1,1,1,1644,1640,1734,1740,WN,1266,N606SW,50,60,36,-6,4,TPA,FLL,197,4,10,0,,0,0,0,0,0,0
2007,1,1,1,1335,1335,1423,1430,WN,1576,N659SW,48,55,36,-7,0,TPA,FLL,197,3,9,0,,0,0,0,0,0,0
2007,1,1,1,2205,2150,2254,2245,WN,2095,N610SW,49,55,39,9,15,TPA,FLL,197,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1213,1215,1306,1315,WN,2792,N610SW,53,60,37,-9,-2,TPA,FLL,197,3,13,0,,0,0,0,0,0,0
2007,1,1,1,1516,1515,1632,1645,WN,1057,N742,136,150,108,-13,1,TPA,HOU,781,17,11,0,,0,0,0,0,0,0
2007,1,1,1,2037,2030,2141,2200,WN,1422,N222,124,150,114,-19,7,TPA,HOU,781,3,7,0,,0,0,0,0,0,0
2007,1,1,1,2040,2000,2227,2205,WN,790,N688SW,107,125,95,22,40,TPA,IAD,810,5,7,0,,0,5,0,0,0,17
2007,1,1,1,1018,1015,1211,1220,WN,3026,N737,113,125,98,-9,3,TPA,IAD,810,5,10,0,,0,0,0,0,0,0
2007,1,1,1,1303,1240,1513,1500,WN,1265,N391SW,130,140,112,13,23,TPA,IND,838,7,11,0,,0,0,0,0,0,0
2007,1,1,1,1623,1605,1855,1835,WN,1104,N410,152,150,125,20,18,TPA,ISP,1034,15,12,0,,0,3,0,2,0,15
2007,1,1,1,719,720,938,950,WN,1304,N753,139,150,125,-12,-1,TPA,ISP,1034,4,10,0,,0,0,0,0,0,0
2007,1,1,1,1242,1240,1501,1515,WN,2182,N417,139,155,123,-14,2,TPA,ISP,1034,4,12,0,,0,0,0,0,0,0
2007,1,1,1,1804,1705,1902,1755,WN,591,N676SW,58,50,39,67,59,TPA,JAX,180,5,14,0,,0,15,0,8,0,44
2007,1,1,1,1055,1055,1142,1145,WN,2374,N443,47,50,36,-3,0,TPA,JAX,180,4,7,0,,0,0,0,0,0,0
2007,1,1,1,936,935,1105,1140,WN,616,N487,269,305,256,-35,1,TPA,LAS,1984,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1806,1700,1948,1855,WN,771,N645SW,162,175,145,53,66,TPA,MCI,1048,4,13,0,,0,1,0,0,0,52
2007,1,1,1,1121,1110,1242,1250,WN,250,N617SW,141,160,131,-8,11,TPA,MDW,997,3,7,0,,0,0,0,0,0,0
2007,1,1,1,1834,1830,2000,2010,WN,428,N398SW,146,160,134,-10,4,TPA,MDW,997,4,8,0,,0,0,0,0,0,0
2007,1,1,1,814,815,938,955,WN,447,N715SW,144,160,128,-17,-1,TPA,MDW,997,5,11,0,,0,0,0,0,0,0
2007,1,1,1,1406,1355,1529,1535,WN,822,N770,143,160,130,-6,11,TPA,MDW,997,5,8,0,,0,0,0,0,0,0
2007,1,1,1,2028,2010,2144,2150,WN,892,N421,136,160,125,-6,18,TPA,MDW,997,5,6,0,,0,0,0,0,0,0
2007,1,1,1,1621,1610,1753,1750,WN,2917,N678,152,160,136,3,11,TPA,MDW,997,5,11,0,,0,0,0,0,0,0
2007,1,1,1,1545,1520,1819,1820,WN,228,N306SW,154,180,141,-1,25,TPA,MHT,1204,4,9,0,,0,0,0,0,0,0
2007,1,1,1,1125,1125,1355,1415,WN,845,N423,150,170,134,-20,0,TPA,MHT,1204,3,13,0,,0,0,0,0,0,0
2007,1,1,1,1955,1955,2236,2255,WN,949,N366,161,180,139,-19,0,TPA,MHT,1204,4,18,0,,0,0,0,0,0,0
2007,1,1,1,1818,1810,1849,1850,WN,129,N773,91,100,74,-1,8,TPA,MSY,487,8,9,0,,0,0,0,0,0,0
2007,1,1,1,1532,1450,1559,1530,WN,158,N305SW,87,100,73,29,42,TPA,MSY,487,5,9,0,,0,6,0,0,0,23
2007,1,1,1,744,745,823,825,WN,1008,N512,99,100,83,-2,-1,TPA,MSY,487,3,13,0,,0,0,0,0,0,0
2007,1,1,1,2217,2215,2256,2300,WN,314,N425,39,45,29,-4,2,TPA,PBI,174,4,6,0,,0,0,0,0,0,0
2007,1,1,1,1253,1245,1340,1335,WN,710,N733SW,47,50,33,5,8,TPA,PBI,174,4,10,0,,0,0,0,0,0,0
2007,1,1,1,1751,1740,1843,1830,WN,915,N421,52,50,31,13,11,TPA,PBI,174,6,15,0,,0,0,0,0,0,0
2007,1,1,1,2042,2005,2254,2240,WN,556,N480,132,155,110,14,37,TPA,PHL,920,13,9,0,,0,0,0,0,0,0
2007,1,1,1,658,700,930,930,WN,2741,N759,152,150,139,0,-2,TPA,PHL,920,5,8,0,,0,0,0,0,0,0
2007,1,1,1,1055,1055,1308,1320,WN,2951,N783,133,145,119,-12,0,TPA,PHL,920,6,8,0,,0,0,0,0,0,0
2007,1,1,1,1550,1520,1759,1805,WN,1149,N733SW,249,285,235,-6,30,TPA,PHX,1788,6,8,0,,0,0,0,0,0,0
2007,1,1,1,1034,1035,1232,1250,WN,2999,N425,118,135,102,-18,-1,TPA,PIT,873,5,11,0,,0,0,0,0,0,0
2007,1,1,1,644,645,912,930,WN,759,N782,148,165,136,-18,-1,TPA,PVD,1137,4,8,0,,0,0,0,0,0,0
